FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,UMAP-1,UMAP-2
2423.0,9789.0,841.0,4559.0,2071,3094,3007,4555,7283.0,10762.0,2932.0,3434.0,17.3,1,-2.6102242,-2.6519613
12653.0,30329.0,4588.0,8718.0,300,167,179,81,25836.0,28616.0,16931.0,20173.0,17.3,6,12.342757,2.419292
51337.0,96561.0,1584.0,2581.0,154,184,96,104,40409.0,42765.0,27785.0,33256.0,17.4,6,11.158457,7.556526
179794.0,337813.0,46503.0,77427.0,5347,5653,6532,7970,21883.0,23602.0,5515.0,5502.0,17.5,1,0.16533256,16.359783
5544.0,11117.0,1943.0,3534.0,3077,3751,4173,5139,11146.0,13354.0,1196.0,2564.0,17.6,1,-3.0497336,2.3313816
31032.0,53213.0,9041.0,16942.0,0,65,62,51,44201.0,47522.0,31914.0,34108.0,17.7,6,13.2204485,5.7285295
5745.0,9919.0,825.0,1944.0,3098,3363,4095,4534,9403.0,10803.0,3581.0,2503.0,17.8,1,-2.4846025,1.1528065
11124.0,17454.0,1556.0,2896.0,3690,4031,4400,5070,12679.0,14353.0,1319.0,3854.0,17.8,1,-3.0317447,3.8965821
7435.0,17709.0,3601.0,6916.0,4708,5606,5881,7125,13981.0,16895.0,866.0,3629.0,17.8,1,-3.5600855,9.936695
555.0,2699.0,884.0,5220.0,472,1228,895,2377,2312.0,5819.0,892.0,1794.0,17.8,1,2.5409148,-7.4964805
29291.0,49859.0,8227.0,15876.0,0,0,64,106,37407.0,40122.0,16821.0,27458.0,17.8,6,13.419528,4.350669
1091.0,6412.0,528.0,2820.0,2050,3531,2455,4535,6378.0,11777.0,1027.0,2196.0,17.8,1,-3.1953595,-2.897848
1718.0,10751.0,537.0,2350.0,418,1152,298,1305,821.0,3819.0,329.0,399.0,17.8,1,3.513458,-8.08612
1840.0,11097.0,856.0,4288.0,336,975,578,1724,1605.0,4544.0,849.0,1398.0,17.9,1,3.4796245,-7.9681487
7230.0,28013.0,0.0,1691.0,4071,5038,5140,6311,13167.0,15906.0,1974.0,2947.0,17.9,1,-3.779574,8.005171
3638.0,9532.0,1479.0,3266.0,2495,2963,3714,4269,10526.0,11900.0,0.0,2508.0,18.0,1,-1.8869163,-0.7561137
35454.0,74444.0,139723.0,120845.0,361,152,29,42,33276.0,35023.0,29081.0,26688.0,18.0,6,12.324823,6.768507
5429.0,17640.0,1435.0,3722.0,4830,5874,5629,6993,12182.0,15637.0,1120.0,1332.0,18.1,1,-3.845726,10.328591
12849.0,25489.0,2380.0,4534.0,5193,6252,6807,7736,16434.0,19638.0,2154.0,4099.0,18.1,1,-3.4538112,12.195862
5779.0,15396.0,660.0,2467.0,2549,3169,4198,4922,10849.0,12892.0,1269.0,1374.0,18.2,1,-1.6642674,0.6894039
3059.0,13170.0,202.0,2816.0,1179,3532,1638,4620,5485.0,14634.0,3884.0,4673.0,18.2,1,-3.3865101,-3.9754283
3652.0,21988.0,849.0,4024.0,2015,4435,2648,5824,7668.0,17456.0,539.0,1417.0,18.2,1,-4.862519,2.5355499
8360.0,24085.0,667.0,3796.0,3641,4351,4862,5751,15303.0,17929.0,4489.0,5693.0,18.2,1,-3.3492932,5.2948766
38076.0,52582.0,4842.0,9242.0,408,260,0,81,39839.0,43605.0,20328.0,34457.0,18.2,6,12.387166,5.6167436
32761.0,59740.0,15105.0,30415.0,34,62,79,82,56192.0,59128.0,37371.0,43247.0,18.3,6,12.950142,6.7782474
5251.0,12384.0,351.0,1341.0,209,84,182,83,11738.0,8124.0,9890.0,7927.0,18.4,0,14.17765,-6.86634
471045.0,661933.0,103762.0,173582.0,1128,1188,0,105,542896.0,492980.0,203570.0,160014.0,18.4,5,6.6254253,16.633333
