FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,UMAP-1,UMAP-2
15069.0,34624.0,4301.0,7870.0,2933,3926,4401,5896,13643.0,18299.0,2471.0,4427.0,16.6,1,15.802575,12.588185
8964.0,21530.0,607.0,3263.0,918,1226,2841,3516,8431.0,11173.0,2143.0,4023.0,16.6,1,5.782675,12.564699
2657.0,14388.0,794.0,3548.0,1338,2000,2151,3532,6327.0,10607.0,560.0,1836.0,16.6,1,6.2557297,14.511396
1213.0,6037.0,113.0,1124.0,1045,3942,1346,4552,2632.0,9203.0,419.0,886.0,16.7,1,12.42456,15.5710745
2408.0,6887.0,1615.0,5751.0,116,15,264,202,10306.0,18103.0,5482.0,7439.0,16.8,0,-4.2811885,17.28993
3683.0,15699.0,4832.0,11804.0,201,213,257,132,30402.0,38592.0,3350.0,3416.0,16.8,0,-4.042352,16.183296
1035.0,5930.0,214.0,892.0,98,44,171,46,2864.0,5721.0,3817.0,9158.0,16.8,0,-4.431037,17.320475
888.0,5704.0,137.0,549.0,171,93,155,59,1284.0,5166.0,5901.0,11834.0,16.8,0,-4.1150904,16.691893
1273.0,3453.0,1112.0,3138.0,188,68,175,109,8718.0,12673.0,13547.0,17451.0,16.8,0,-4.3523207,15.267642
881.0,5606.0,628.0,3374.0,145,48,163,92,0.0,8913.0,19868.0,40393.0,16.8,0,-5.2381372,14.189659
1046120.0,1391540.0,2280990.0,3176910.0,5700,5794,1088,680,2321660.0,2151490.0,1129660.0,1080570.0,16.8,3,10.408855,-6.2018104
100809.0,189832.0,27198.0,37677.0,529,410,229,79,65230.0,78635.0,41050.0,41435.0,16.8,3,2.057709,-1.1528877
2775.0,7764.0,77.0,2272.0,1731,2376,2212,3118,4345.0,5832.0,331.0,1041.0,16.9,1,8.033605,14.605602
49070.0,101448.0,6672.0,11922.0,28,48,74,63,30529.0,36587.0,24132.0,29350.0,16.9,3,-1.3505778,1.7522287
46322.0,94827.0,3695.0,7093.0,385,214,0,5,53196.0,66151.0,34779.0,47838.0,17.0,3,-0.7086046,1.4418381
27834.0,55383.0,1876.0,4439.0,173,127,177,79,28706.0,34530.0,16447.0,23972.0,17.1,3,-2.4827693,4.142782
7930.0,18374.0,3203.0,6160.0,1188,1511,2328,2985,6823.0,8490.0,2038.0,1751.0,17.1,1,5.7421823,12.960775
11455.0,20173.0,1558.0,3086.0,1229,1325,2424,3380,7338.0,9162.0,3627.0,4461.0,17.1,1,5.771407,12.577853
520023.0,879734.0,37688.0,61742.0,1900,2132,23080,25420,216238.0,225032.0,172563.0,187191.0,17.2,2,3.3857586,-8.699143
80737.0,165396.0,2373.0,5294.0,154,96,200,125,49645.0,61327.0,52316.0,70074.0,17.3,3,1.3416014,-0.85224193
77400.0,147419.0,14075.0,27664.0,348,154,338,133,76230.0,89005.0,69734.0,71947.0,17.4,3,1.1178126,-0.74205136
2749.0,16818.0,406.0,2427.0,729,2427,695,2648,1726.0,6595.0,1482.0,2946.0,17.4,1,6.490904,15.47267
2262.0,13377.0,494.0,2732.0,1691,3414,2246,4232,5866.0,10988.0,469.0,592.0,17.4,1,12.119903,15.558326
2792.0,9386.0,501.0,2335.0,891,1296,2063,3418,5077.0,8096.0,3010.0,3368.0,17.5,1,5.5537457,12.631817
3615.0,9286.0,3038.0,6575.0,4702,6036,5475,6983,13867.0,16983.0,2576.0,3889.0,17.5,1,17.49437,5.228247
3652.0,11873.0,1314.0,3415.0,1812,2688,2398,3576,6292.0,8813.0,136.0,577.0,17.5,1,9.092061,15.120333
2419.0,15289.0,293.0,3771.0,101,0,127,28,1807.0,5796.0,13974.0,28863.0,17.6,0,-4.536459,14.518102
14273.0,49058.0,2803.0,5997.0,0,0,99,181,25697.0,32442.0,8738.0,24032.0,17.6,3,-2.7464597,4.646573
3054.0,9185.0,250.0,1407.0,1493,1845,1820,2352,4942.0,6132.0,1208.0,1400.0,17.6,1,6.1303062,13.865578
1881.0,6878.0,654.0,2522.0,176,132,115,9,11544.0,21989.0,3592.0,5209.0,17.6,0,-4.055612,16.60046
3670.0,12421.0,975.0,2354.0,340,241,76,0,23481.0,27437.0,4188.0,4851.0,17.6,-1,-3.9103954,16.181673
1376.0,5297.0,159.0,617.0,263,220,133,4,2623.0,4254.0,6230.0,8266.0,17.6,0,-3.306874,16.144413
604028.0,734301.0,110691.0,157767.0,4794,4214,901,690,2382980.0,2034450.0,1359830.0,995241.0,17.6,3,10.3179245,-6.7844677
150959.0,279179.0,16432.0,30348.0,309,613,220,99,183900.0,194560.0,50337.0,58529.0,17.7,3,3.8496723,-2.8519962
216317.0,425328.0,20758.0,35207.0,385,422,2,103,105727.0,122740.0,77077.0,79583.0,17.7,3,5.2069507,-4.1836905
2907.0,18310.0,727.0,2806.0,2470,4759,3045,5977,6900.0,13553.0,54.0,868.0,17.7,1,16.727976,12.277892
5635.0,11897.0,0.0,980.0,472,2056,557,2739,1235.0,6132.0,88.0,168.0,17.7,1,5.4747634,14.79668
2599.0,17020.0,566.0,3066.0,1891,4119,2417,5316,7077.0,15458.0,1333.0,4007.0,17.8,1,13.027234,15.322657
11613.0,21861.0,1486.0,2833.0,3744,4601,5436,6833,14555.0,16841.0,3341.0,3937.0,17.9,1,16.786243,9.172855
22676.0,39025.0,2531.0,6350.0,3931,4280,5418,6462,16747.0,20738.0,3499.0,6029.0,18.1,1,15.979122,9.945987
43282.0,73864.0,6943.0,13509.0,648,344,220,113,34765.0,38438.0,29704.0,34120.0,18.1,3,-0.9352729,3.166539
33170.0,59399.0,10597.0,16445.0,538,236,0,42,38346.0,41413.0,36893.0,32089.0,18.2,3,-1.4472967,3.7442732
294450.0,502524.0,57319.0,109191.0,1181,1246,424,228,169174.0,183217.0,95221.0,98985.0,18.3,3,6.1474233,-4.7634463
7379.0,16461.0,2978.0,7615.0,2011,2552,3092,3775,9556.0,11772.0,2750.0,4129.0,18.3,1,9.236885,14.320848
48313.0,77952.0,11174.0,21487.0,695,447,228,141,47873.0,53903.0,42421.0,50446.0,18.4,3,-0.71036315,2.6515608
4705.0,11705.0,866.0,1495.0,2857,3467,3626,4470,9558.0,11441.0,3151.0,2854.0,18.5,1,13.420578,14.645197
72342.0,111678.0,5582.0,10657.0,34,196,0,83,59370.0,63504.0,59296.0,51066.0,18.6,3,-0.29279774,0.47681984
1546760.0,1434580.0,1078950.0,1105030.0,6453,4162,899,959,3573980.0,2781030.0,3149190.0,2028900.0,18.7,3,10.672316,-6.354807
3773.0,13268.0,482.0,1211.0,2739,4200,2857,4887,7714.0,12725.0,1673.0,3255.0,18.8,1,16.335018,12.686414
9104.0,16123.0,1941.0,4626.0,2830,3527,3772,4696,9766.0,12171.0,592.0,1749.0,18.8,1,13.464601,14.640914
3079.0,9992.0,1184.0,4659.0,2583,5284,3658,6994,7745.0,15219.0,2131.0,3065.0,19.0,1,17.624212,8.105596
1782.0,11119.0,99.0,1073.0,1658,4914,1943,6249,5037.0,14500.0,0.0,0.0,19.0,1,16.702888,12.395236
9211.0,20170.0,1771.0,3358.0,3273,3886,4584,5423,13118.0,14441.0,2972.0,3042.0,19.1,1,15.756103,12.367408
4577.0,8613.0,2507.0,4394.0,1906,2314,2140,2504,5994.0,7008.0,1042.0,1595.0,19.1,1,7.9152865,14.361786
22910.0,56712.0,5791.0,11240.0,46,78,111,97,22705.0,25647.0,8568.0,22369.0,19.1,3,-2.7131276,4.516159
15053.0,18585.0,3488.0,5356.0,4737,5196,5562,6397,14391.0,16451.0,506.0,2965.0,19.2,1,17.199612,7.3784823
70431.0,119268.0,14952.0,28684.0,399,235,234,118,49892.0,53981.0,36121.0,49029.0,19.2,3,-0.05164925,1.0195928
1561.0,10224.0,473.0,2290.0,1709,3260,1934,3747,4803.0,9016.0,107.0,1029.0,19.3,1,11.6815405,15.528356
1653.0,8836.0,157.0,1493.0,225,115,87,19,4658.0,6632.0,671.0,1426.0,19.3,0,-3.1177015,17.331633
5494.0,11470.0,0.0,1188.0,28,70,0,0,5682.0,5677.0,1354.0,1752.0,19.3,-1,-3.782976,18.049343
3905.0,9729.0,61.0,714.0,249,224,0,0,2901.0,4474.0,7177.0,12516.0,19.3,-1,-3.4890392,16.01468
578685.0,848813.0,44283.0,70924.0,1115,1066,0,74,676613.0,617471.0,285698.0,287177.0,19.3,3,8.687375,-6.329436
373948.0,569668.0,96710.0,155716.0,951,859,7946,8711,181342.0,189954.0,172476.0,161043.0,19.3,3,5.3559475,-6.594363
7082.0,17367.0,969.0,2314.0,7419,8306,8111,9528,17253.0,19488.0,1517.0,2151.0,19.4,1,16.515076,1.3547524
5542.0,12361.0,382.0,2977.0,3324,4372,4770,5554,12643.0,14166.0,2474.0,2728.0,19.4,1,16.532436,11.4002905
3092.0,11493.0,319.0,1281.0,2105,3086,2651,3816,6349.0,9222.0,380.0,744.0,19.4,1,11.401426,15.247844
2153.0,10201.0,691.0,2403.0,2458,3590,3081,4449,7817.0,11534.0,848.0,1168.0,19.4,1,13.135091,15.098036
8638.0,18688.0,2068.0,4618.0,5012,6693,6094,7565,12846.0,16144.0,769.0,1465.0,19.4,1,17.464535,3.9969437
8823.0,20116.0,2555.0,6646.0,5698,6984,6073,7679,13811.0,17314.0,2251.0,3294.0,19.6,1,17.370039,3.7189488
5910.0,14297.0,2567.0,5481.0,2869,3305,4732,5415,13214.0,14951.0,2944.0,2805.0,19.6,1,13.441595,13.436331
5761.0,12692.0,2305.0,4619.0,2280,3195,3056,3984,8476.0,10719.0,2186.0,2084.0,19.8,1,11.838568,14.946464
83484.0,133957.0,12862.0,21215.0,303,269,0,84,66060.0,68000.0,62808.0,54842.0,19.8,3,0.7348756,-0.114688136
557726.0,801748.0,82545.0,131183.0,2364,2200,22720,23090,207117.0,191483.0,141535.0,138207.0,19.9,2,3.36796,-8.714994
8554.0,15468.0,2979.0,5094.0,5724,6467,6873,7733,15874.0,17082.0,2590.0,2927.0,19.9,1,17.273212,3.9144652
200092.0,319653.0,23533.0,41926.0,266,215,244,199,135373.0,122667.0,61906.0,60687.0,19.9,3,4.0357184,-3.1800263
2377.0,9005.0,1395.0,5071.0,1281,1947,1832,2977,4392.0,6804.0,831.0,1185.0,19.9,1,6.2033978,14.493448
8537.0,11172.0,2483.0,3954.0,1994,2308,2920,3294,7135.0,7069.0,1150.0,1038.0,20.0,1,8.3241005,14.102383
69452.0,105595.0,8766.0,13832.0,572,296,239,90,80212.0,78990.0,84246.0,70348.0,20.0,3,0.44754836,0.2596564
