FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,UMAP-1,UMAP-2
3654.0,19161.0,813.0,3150.0,823.0,1301.0,1179,2036,3510.0,6384.0,846.0,1449.0,16.5,1,-0.7168904,15.106548
7737.0,17940.0,2008.0,4643.0,626.0,1107.0,1150,1978,3012.0,5343.0,2005.0,1975.0,16.6,1,-0.6835179,15.17827
8066.0,28998.0,1036.0,4981.0,2413.0,3514.0,4035,6119,11008.0,17541.0,895.0,4007.0,16.6,1,-1.4755994,-0.43598458
31244.0,91303.0,11457.0,23658.0,1492.0,2090.0,3642,5014,10344.0,14420.0,2418.0,3510.0,16.6,1,-4.300955,1.5218177
14778.0,28530.0,1393.0,4342.0,2938.0,4015.0,4183,5629,11680.0,16131.0,4215.0,4333.0,16.7,1,-1.6354625,-0.18288495
5253.0,26872.0,223.0,3018.0,1662.0,2294.0,2117,3187,5355.0,7755.0,1807.0,2437.0,16.8,1,-2.436981,10.869146
39080.0,100321.0,6718.0,15186.0,351.0,194.0,0,8,22435.0,32815.0,16937.0,25909.0,16.8,0,16.373144,4.5087667
36027.0,75861.0,11387.0,24261.0,566.0,259.0,225,138,31594.0,42236.0,32541.0,34879.0,16.8,0,15.91618,6.218998
38868.0,81976.0,9286.0,18620.0,979.0,900.0,174,259,41186.0,50741.0,39528.0,43539.0,16.8,0,15.591821,5.088799
6558.0,16683.0,295.0,1244.0,1785.0,2172.0,2271,3121,6045.0,8538.0,530.0,1511.0,16.8,1,-2.6756935,10.802424
3044.0,10580.0,453.0,1231.0,1706.0,2206.0,1659,2285,4179.0,5174.0,703.0,2368.0,16.8,1,-1.8775647,13.942909
29833.0,59167.0,4528.0,9846.0,369.0,262.0,280,135,29595.0,37628.0,32515.0,32836.0,16.9,0,15.755261,8.209608
3656.0,14172.0,693.0,1937.0,1707.0,2354.0,1674,2349,4104.0,5519.0,1214.0,1592.0,16.9,1,-1.9374461,13.740253
9612.0,12253.0,2116.0,3928.0,1562.0,2318.0,1917,2671,5397.0,7304.0,1007.0,2004.0,17.0,1,-2.3025856,12.37974
8326.0,25283.0,1345.0,4006.0,918.0,1170.0,2642,3633,6212.0,8465.0,1593.0,3594.0,17.2,1,-5.06958,9.467786
3518.0,13389.0,1483.0,3950.0,1475.0,1906.0,1780,2466,4490.0,6292.0,1007.0,1166.0,17.2,1,-1.956753,13.521195
38441.0,69492.0,6279.0,10382.0,1173.0,1186.0,323,173,31357.0,37976.0,20716.0,34120.0,17.2,0,14.448655,6.4774384
3440.0,7102.0,278.0,2292.0,2247.0,3078.0,2869,3938,7122.0,9283.0,1503.0,2259.0,17.3,1,-2.6904175,7.2624345
7312.0,14226.0,914.0,1830.0,2606.0,3674.0,3277,4572,10029.0,13855.0,2287.0,3394.0,17.3,1,-2.3323069,4.1921625
7922.0,26660.0,1229.0,5354.0,1736.0,2469.0,2587,3225,8542.0,11673.0,3659.0,3597.0,17.3,1,-3.362074,10.1489315
1962.0,6371.0,448.0,3680.0,749.0,1001.0,1420,1927,4613.0,6613.0,544.0,2214.0,17.3,1,-1.1085932,15.366511
10903.0,30522.0,3064.0,7765.0,3487.0,4873.0,4599,6617,15228.0,21893.0,983.0,2596.0,17.3,1,-1.384611,-1.3663398
5153.0,9114.0,973.0,1918.0,1179.0,1750.0,1318,2900,3615.0,7430.0,1257.0,1047.0,17.4,1,-0.99835217,12.173391
25896.0,51977.0,2502.0,4236.0,339.0,498.0,14,69,27716.0,36406.0,20038.0,29349.0,17.4,0,16.043192,9.501518
211228.0,382645.0,13547.0,22985.0,1108.0,1052.0,228,172,153819.0,189990.0,115071.0,115435.0,17.5,8,12.318075,-1.4327459
3400.0,10207.0,578.0,2162.0,426.0,729.0,616,1573,2340.0,4904.0,1798.0,2571.0,17.5,1,0.38553542,16.525805
1819.0,9564.0,422.0,1983.0,231.0,484.0,466,1410,1293.0,4279.0,367.0,582.0,17.5,1,0.49161386,16.88214
5638.0,24263.0,1580.0,5316.0,1128.0,1621.0,1965,2794,6323.0,9271.0,1404.0,3077.0,17.6,1,-2.2573452,12.23478
74146.0,174045.0,8340.0,17681.0,399.0,340.0,267,220,49926.0,64633.0,33036.0,56232.0,17.6,0,14.3701105,1.6169026
10539.0,17089.0,248.0,2873.0,1860.0,2346.0,2086,2689,5613.0,7134.0,0.0,1047.0,17.6,1,-2.6557074,12.31327
