FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,tSNE-1,tSNE-2
5915.0,14272.0,1752.0,4178.0,2796.0,3653,3940.0,5296,10664.0,14067.0,1787.0,3827.0,16.6,0,52.756275,51.101147
41884.0,92926.0,5154.0,10093.0,80.0,99,105.0,84,46555.0,60750.0,39277.0,52505.0,16.6,2,76.280334,27.86845
3246.0,18048.0,324.0,1141.0,1368.0,2197,1716.0,2860,5013.0,8581.0,297.0,770.0,16.7,0,74.672485,59.57226
3196.0,10825.0,987.0,2532.0,1604.0,2630,2107.0,3300,5127.0,7807.0,752.0,1947.0,16.7,0,74.53676,59.39567
53292.0,99827.0,5805.0,9594.0,10.0,106,71.0,141,40660.0,52495.0,47413.0,46589.0,16.8,0,57.40181,66.92804
45851.0,90659.0,23195.0,48748.0,161.0,100,302.0,163,41018.0,49780.0,29321.0,43714.0,16.8,0,65.706955,58.195812
16616.0,38771.0,1694.0,5608.0,0.0,0,238.0,91,23019.0,27544.0,10958.0,22618.0,16.9,0,64.62034,73.29705
2775.0,12077.0,944.0,3089.0,1136.0,3180,1255.0,3649,3392.0,8559.0,0.0,1525.0,17.0,0,78.243835,74.9218
11727.0,18499.0,1484.0,4262.0,3434.0,4484,3894.0,5004,10241.0,12957.0,2443.0,2555.0,17.1,0,58.441334,66.44309
28485.0,62251.0,4878.0,8770.0,183.0,164,0.0,0,28391.0,35629.0,27668.0,34401.0,17.2,-1,67.86556,59.814808
4469.0,14344.0,863.0,3209.0,2557.0,3531,3389.0,4700,9069.0,12026.0,2160.0,2935.0,17.2,0,68.78224,60.101234
3752.0,13916.0,472.0,1227.0,2231.0,3004,2833.0,3819,7863.0,11311.0,486.0,610.0,17.2,0,53.551952,49.930656
100265.0,199112.0,26573.0,52837.0,5182.0,7605,6608.0,8796,18416.0,22494.0,4209.0,4872.0,17.3,0,71.87657,61.10016
17252.0,32293.0,2955.0,5062.0,3632.0,4654,5549.0,7352,14578.0,18911.0,3308.0,4223.0,17.3,0,74.96535,63.28304
11679.0,20047.0,1960.0,3286.0,3790.0,4281,4453.0,5697,12290.0,14871.0,2777.0,2613.0,17.4,0,59.566643,64.466385
19439.0,54007.0,2217.0,2929.0,145.0,130,280.0,182,22393.0,29646.0,21796.0,27501.0,17.4,0,58.44504,60.242455
3690.0,8042.0,890.0,2542.0,4261.0,6716,4495.0,6951,10721.0,16019.0,1258.0,2945.0,17.5,2,75.10658,0.47657728
