FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,UMAP-1,UMAP-2
12363.0,21121.0,1574.0,2110.0,2580.0,2723.0,3775,4585,11615.0,13752.0,1477.0,4053.0,17.2,2,-0.35400712,4.4389157
532.0,3332.0,724.0,5033.0,409.0,1455.0,433,1799,1201.0,5481.0,1498.0,2904.0,17.2,0,-1.0175811,17.837248
997.0,5315.0,1580.0,5587.0,2694.0,4458.0,3010,4949,8094.0,13233.0,2113.0,3267.0,17.2,2,-2.329785,2.855064
2918.0,7973.0,923.0,2210.0,557.0,2058.0,485,1920,1229.0,5214.0,65.0,431.0,17.2,0,-0.97792256,17.22489
10973.0,29837.0,2186.0,4841.0,185.0,161.0,1,0,21659.0,25080.0,9316.0,17607.0,17.3,1,10.937291,10.638002
44706.0,86375.0,7430.0,12688.0,294.0,389.0,86,111,48293.0,56096.0,35981.0,52851.0,17.3,1,12.491768,2.2047918
24875.0,46130.0,5371.0,10478.0,409.0,298.0,74,49,37922.0,40997.0,28691.0,37731.0,17.3,1,12.522848,6.2774057
32307.0,61183.0,6720.0,11696.0,0.0,2.0,285,164,28656.0,32877.0,16990.0,28333.0,17.3,1,11.276422,6.546759
4566.0,13639.0,1266.0,4288.0,2093.0,2388.0,2530,3281,8231.0,10596.0,2023.0,2524.0,17.3,0,-1.7295983,10.838226
10361.0,20618.0,3088.0,6855.0,2006.0,2436.0,2963,3499,9353.0,10066.0,2964.0,3715.0,17.3,0,-1.5632799,8.966755
4200.0,10258.0,1586.0,5206.0,2443.0,2788.0,3111,3747,7998.0,9782.0,1488.0,2593.0,17.3,0,-0.9297802,8.6515045
10016.0,22339.0,6366.0,14268.0,2302.0,3004.0,3150,3732,9928.0,12262.0,2367.0,2933.0,17.5,0,-1.0836593,8.208911
2619.0,12118.0,1241.0,3416.0,1453.0,2130.0,1445,2224,3590.0,6375.0,126.0,238.0,17.5,0,-2.0034811,15.134673
31521.0,52702.0,6818.0,13532.0,472.0,301.0,38,79,43932.0,46959.0,30165.0,35063.0,17.6,1,12.514504,5.4787946
9033.0,24406.0,1325.0,3525.0,2136.0,2575.0,3292,4201,9743.0,12640.0,2239.0,2387.0,17.6,0,-0.1289102,7.4480205
14801.0,41116.0,2161.0,4268.0,269.0,208.0,256,184,22702.0,26287.0,15325.0,24787.0,17.6,1,11.326078,9.222635
39414.0,68444.0,1618.0,3591.0,0.0,52.0,95,109,23191.0,23878.0,19314.0,21930.0,17.7,1,10.7341585,5.4491796
36693.0,71478.0,4239.0,6702.0,260.0,116.0,371,201,45145.0,46804.0,36141.0,43036.0,17.7,1,12.30401,3.8623376
16132.0,32390.0,4239.0,8219.0,134.0,82.0,373,184,20634.0,23642.0,16763.0,19068.0,17.7,1,10.808408,10.259611
20625.0,31412.0,3623.0,5747.0,296.0,182.0,0,12,27465.0,28391.0,20239.0,20341.0,17.8,1,11.265635,10.10535
558.0,3590.0,885.0,3956.0,320.0,1080.0,649,2284,1586.0,5829.0,1360.0,2509.0,17.8,0,-0.9172012,16.376938
71872.0,115570.0,7561.0,14056.0,723.0,312.0,172,147,70403.0,72175.0,77101.0,64546.0,17.9,4,12.337147,0.28098384
36449.0,59573.0,3846.0,5708.0,3488.0,4170.0,10366,12406,25749.0,30414.0,7540.0,9724.0,17.9,2,2.9249766,-2.6250515
1481.0,9791.0,75.0,1269.0,465.0,1460.0,709,2064,1917.0,5571.0,1213.0,2383.0,17.9,0,-1.0601707,16.923685
3336.0,11085.0,940.0,2439.0,1780.0,2456.0,2427,3384,6277.0,9033.0,772.0,946.0,17.9,0,-1.3110656,11.042255
