FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,UMAP-1,UMAP-2
119189.0,204770.0,16386.0,31624.0,638,409,431,251,134525.0,140320.0,55553.0,66919.0,17.3,3,10.71195,-1.9838458
4906.0,13472.0,394.0,1160.0,1993,3018,2824,3864,8033.0,10711.0,2756.0,3762.0,17.3,2,-2.311718,8.338316
5813.0,13113.0,616.0,2137.0,892,1372,1811,2809,4593.0,7376.0,123.0,1472.0,17.4,4,0.69117516,14.556723
37175.0,65891.0,7851.0,13016.0,813,438,54,119,43757.0,48768.0,25800.0,33399.0,17.4,0,11.777709,6.323994
21515.0,48258.0,7362.0,17004.0,207,146,134,43,32927.0,39199.0,16129.0,32518.0,17.5,0,11.841753,8.557107
8081.0,12851.0,254.0,1373.0,1667,1837,2167,3303,6758.0,8808.0,2189.0,2260.0,17.5,4,-0.85435003,12.860912
9799.0,24440.0,4100.0,8896.0,88,85,270,160,18808.0,20652.0,12780.0,16125.0,17.5,0,11.525637,12.760962
1998.0,13656.0,0.0,0.0,161,100,182,137,1031.0,4022.0,539.0,884.0,17.5,0,9.087102,17.130865
7394.0,13519.0,1725.0,4614.0,1939,2347,2994,3705,8135.0,9917.0,2595.0,2573.0,17.6,2,-2.436602,9.629102
1585.0,7809.0,691.0,3173.0,161,121,264,173,2935.0,4904.0,629.0,1277.0,17.6,0,9.100898,17.144634
3359.0,7019.0,0.0,809.0,61,72,250,279,4604.0,4152.0,1512.0,1688.0,17.6,0,9.148646,17.175919
723615.0,937009.0,685474.0,1101250.0,1118,1242,166,289,374855.0,272056.0,251611.0,176264.0,17.6,3,7.1100516,-4.5171223
82493.0,153901.0,7418.0,13486.0,273,266,64,98,86954.0,92987.0,66876.0,77371.0,17.6,3,10.72166,1.1053966
21330.0,42521.0,4255.0,8597.0,2002,1994,3908,4373,10948.0,12298.0,4370.0,5458.0,17.7,2,1.7907069,6.279533
7930.0,24600.0,1423.0,5127.0,8882,12789,16029,23251,18277.0,25278.0,7178.0,15128.0,17.7,1,3.9612703,-1.677058
4502.0,8577.0,1513.0,4781.0,2056,2658,3030,3938,9917.0,12250.0,977.0,2263.0,17.9,2,-2.6375887,8.378902
3559.0,12135.0,2047.0,4880.0,2569,3182,2935,3677,7512.0,9391.0,1082.0,1575.0,18.0,2,-2.774777,8.409166
4923.0,12344.0,2492.0,5462.0,1024,2265,1437,3230,4830.0,9864.0,2348.0,2132.0,18.0,4,-1.4293875,13.6262045
4191.0,11291.0,0.0,2848.0,1206,2247,1397,3237,3666.0,9439.0,349.0,903.0,18.0,4,-1.3855188,13.593448
107859.0,182760.0,8306.0,14429.0,287,235,65,77,117002.0,116823.0,76464.0,68724.0,18.0,3,10.952733,-1.7093496
50565.0,77090.0,25149.0,39989.0,580,440,355,159,44247.0,47558.0,46811.0,40148.0,18.0,0,11.7409725,4.7692027
767.0,4224.0,357.0,2654.0,76,0,194,101,2589.0,8461.0,3957.0,11438.0,18.1,0,10.722396,16.054594
93128.0,167798.0,9919.0,18944.0,143,202,321,140,89281.0,87281.0,23165.0,33953.0,18.1,3,11.708114,-0.84128
134925.0,196055.0,301953.0,465093.0,327,257,1,38,19631.0,19490.0,16064.0,16015.0,18.1,0,13.126718,6.027189
4833.0,18902.0,866.0,1939.0,2374,3804,3020,4922,9008.0,14121.0,1752.0,2134.0,18.2,2,-2.2285075,4.742869
14142.0,26731.0,2365.0,6834.0,260,112,117,26,20300.0,21932.0,13448.0,14750.0,18.2,0,11.505147,12.678168
3921.0,9678.0,3391.0,6737.0,2850,3434,6421,8106,22221.0,24948.0,11184.0,13578.0,18.2,1,2.5698154,2.3703403
385276.0,604180.0,28626.0,45295.0,964,493,111,212,451660.0,432095.0,228895.0,227135.0,18.2,3,8.117679,-5.078309
2642.0,9070.0,70.0,546.0,1625,1992,2060,2879,5071.0,7108.0,1368.0,1804.0,18.2,4,-0.27925655,13.170169
1258.0,7406.0,751.0,2896.0,788,2172,1028,3192,2904.0,8877.0,1571.0,2907.0,18.3,4,-1.3976601,13.929139
8595.0,16977.0,2550.0,4000.0,5040,5836,7698,9311,19100.0,21797.0,2890.0,4714.0,18.4,1,1.4456671,-4.510513
1879.0,6533.0,434.0,2293.0,1949,2736,2266,3119,6527.0,8926.0,868.0,2129.0,18.4,4,-1.5533229,11.699733
11000.0,12682.0,5031.0,5267.0,2522,2367,3920,4235,11232.0,12874.0,2903.0,3523.0,18.5,2,-4.7675743,7.5503206
72716.0,133501.0,13457.0,23674.0,379,273,544,202,126135.0,121872.0,26054.0,29951.0,18.5,3,11.745136,-0.990818
50536.0,77286.0,7321.0,13674.0,167,305,150,131,60821.0,67259.0,35808.0,47682.0,18.6,3,11.263499,3.8954222
7337.0,14956.0,1242.0,3890.0,1353,3095,1987,3916,4601.0,9084.0,925.0,1567.0,18.6,2,-1.3041767,8.25939
23856.0,52375.0,15376.0,29209.0,13,28,185,61,35407.0,38690.0,27753.0,32883.0,18.6,0,11.609132,7.900033
7981.0,10389.0,1939.0,3993.0,1658,3464,2759,4776,7317.0,12015.0,2303.0,2053.0,18.6,2,-1.837788,6.161458
1994.0,7911.0,82.0,2131.0,1961,2629,2402,3321,7039.0,10020.0,574.0,1106.0,18.7,4,-1.6298133,10.598077
64197.0,105324.0,190473.0,318204.0,4118,4243,9933,10841,26133.0,27945.0,11552.0,11926.0,18.7,1,2.7494035,0.98326963
12794.0,27497.0,1967.0,4207.0,2853,3394,3700,4476,10485.0,12694.0,2665.0,2308.0,18.7,2,-3.8636444,5.573124
166085.0,279106.0,29710.0,47945.0,532,384,150,117,139462.0,136204.0,60305.0,63038.0,18.8,3,9.676382,-2.325813
1716.0,5292.0,1299.0,3627.0,2014,3230,2833,4881,7918.0,13093.0,2297.0,3393.0,18.8,2,-2.4590802,5.1181936
27186.0,55734.0,5151.0,8998.0,167,149,559,263,32202.0,31889.0,21172.0,32255.0,18.8,0,12.092856,8.099173
14615.0,33355.0,2423.0,4809.0,1182,1255,3317,3436,7347.0,8654.0,1871.0,2929.0,18.8,2,1.490537,8.5458355
2411.0,11671.0,1862.0,6822.0,657,1876,683,1842,2226.0,5212.0,346.0,890.0,18.9,4,0.45640406,17.150955
7832.0,11133.0,2797.0,6444.0,1800,2389,2105,2974,4877.0,6377.0,1682.0,1842.0,18.9,4,-1.079685,12.094549
2147.0,5924.0,230.0,1549.0,1598,2344,2449,3830,6483.0,9588.0,2236.0,2327.0,19.0,2,-1.6220517,9.344255
994.0,6060.0,278.0,1545.0,246,906,436,1689,1143.0,4020.0,0.0,118.0,19.0,4,1.717443,18.28696
