FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster
2127.0,13873.0,980.0,4149.0,565,1880,740,2795,2191.0,8190.0,3270.0,6426.0,17.5,2
11799.0,35344.0,1821.0,4225.0,6310,8159,8919,11571,24708.0,31894.0,276.0,1506.0,17.5,2
1461.0,5544.0,1162.0,3471.0,2703,3955,3734,5321,8390.0,12147.0,135.0,2674.0,17.5,2
17036.0,21383.0,1745.0,4538.0,5932,7056,8237,9968,23472.0,26522.0,846.0,4822.0,17.6,2
8121.0,25403.0,2305.0,5585.0,4385,4872,5543,6301,13911.0,16344.0,3599.0,4345.0,17.6,2
12331.0,29641.0,21927.0,40897.0,185,93,165,110,4561.0,4857.0,1746.0,2862.0,17.7,0
164592.0,281071.0,26319.0,41114.0,0,28,0,53,216190.0,213463.0,85298.0,96393.0,17.9,3
43817.0,84344.0,4531.0,8908.0,364,321,162,84,36803.0,38328.0,28080.0,34356.0,17.9,1
5497.0,16568.0,2063.0,5017.0,3760,4554,4182,5017,10718.0,12141.0,2041.0,2473.0,17.9,2
3020.0,9736.0,1567.0,3610.0,3778,5046,5227,6843,12495.0,16191.0,2075.0,2695.0,18.0,2
8002.0,14756.0,1194.0,2223.0,139,1006,528,1796,1148.0,4799.0,123.0,177.0,18.0,2
40875.0,65330.0,21923.0,39173.0,0,92,190,92,26110.0,27336.0,15287.0,27915.0,18.0,1
44907.0,76871.0,19848.0,35512.0,137,118,447,242,41584.0,43342.0,22080.0,33144.0,18.0,1
1829.0,6346.0,1108.0,3607.0,2549,3702,3200,4479,7014.0,9671.0,378.0,1032.0,18.0,2
774.0,4970.0,781.0,2826.0,1534,2800,2315,4493,5814.0,12375.0,776.0,2328.0,18.0,2
13513.0,31625.0,2010.0,4240.0,137,76,35,82,29686.0,34663.0,4676.0,16176.0,18.1,1
13869.0,31882.0,3069.0,5799.0,3192,3822,4861,5464,14556.0,15650.0,2462.0,4598.0,18.1,2
15327.0,28438.0,1732.0,3607.0,8894,10328,12173,13808,28582.0,32141.0,2710.0,5650.0,18.2,2
37011.0,48840.0,11986.0,17195.0,874,352,212,179,27275.0,26595.0,22620.0,20688.0,18.2,1
