FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster
8691.0,31807.0,1174.0,3493.0,2729.0,3834,3452,5019,10612.0,14924.0,3374.0,5190.0,15.8,0
4108.0,8064.0,430.0,1484.0,1305.0,1997,1963,2939,4840.0,6721.0,1617.0,1437.0,15.9,0
7864.0,17856.0,1031.0,2175.0,1908.0,2868,2639,3817,6700.0,9376.0,938.0,1713.0,15.9,0
3805.0,10788.0,274.0,2263.0,1185.0,1731,1303,2028,3706.0,5799.0,755.0,1148.0,16.2,0
50575.0,124461.0,3515.0,6862.0,527.0,256,0,30,45605.0,57905.0,43430.0,54754.0,16.2,1
6763.0,19263.0,1726.0,4395.0,3023.0,4139,3434,4740,10886.0,14901.0,1775.0,2741.0,16.2,0
240763.0,541712.0,23942.0,47713.0,794.0,490,1993,2594,68435.0,90240.0,60801.0,70683.0,16.3,3
33151.0,83053.0,2504.0,5413.0,4082.0,5738,5298,7619,15577.0,21594.0,3139.0,5063.0,16.3,0
45391.0,109114.0,28880.0,64643.0,146.0,344,125,54,43244.0,55857.0,37454.0,50746.0,16.4,1
952.0,4355.0,441.0,1474.0,195.0,125,143,66,3308.0,7135.0,2180.0,3263.0,16.6,2
5292.0,8864.0,887.0,2293.0,145.0,194,242,174,3786.0,7270.0,2658.0,2298.0,16.6,2
347681.0,706237.0,59629.0,120885.0,906.0,1077,93,134,429487.0,538407.0,204926.0,241976.0,16.6,3
543.0,3376.0,3.0,439.0,258.0,235,119,44,0.0,4660.0,1495.0,3980.0,16.6,2
921.0,5050.0,10.0,127.0,167.0,103,187,112,0.0,5028.0,906.0,3027.0,16.6,2
5148.0,15458.0,1974.0,5229.0,4637.0,6434,5363,7758,16119.0,23539.0,2015.0,3597.0,16.6,0
63289.0,145990.0,6891.0,10597.0,0.0,31,160,118,65679.0,88616.0,61339.0,76202.0,16.7,1
3382.0,19015.0,863.0,3859.0,1185.0,1834,1715,2851,5454.0,9430.0,880.0,1828.0,16.7,0
6468.0,22656.0,995.0,3704.0,1556.0,2328,2086,3271,5957.0,9064.0,884.0,1824.0,16.7,0
25612.0,46264.0,2406.0,5223.0,50.0,109,299,139,25635.0,34779.0,18837.0,31596.0,16.7,1
33947.0,80811.0,2542.0,6952.0,231.0,323,147,62,38228.0,51825.0,30314.0,41794.0,16.8,1
3440.0,7197.0,1210.0,3482.0,1079.0,1326,1576,2153,3888.0,5167.0,544.0,839.0,16.9,0
34768.0,85344.0,7029.0,13446.0,403.0,335,67,101,39835.0,54406.0,27995.0,38499.0,16.9,1
20418.0,34941.0,8150.0,13968.0,2501.0,4233,4052,5540,11309.0,16035.0,2157.0,4865.0,16.9,0
307238.0,675832.0,23273.0,45150.0,695.0,855,4849,6935,116416.0,157721.0,101699.0,135829.0,16.9,3
121470.0,285895.0,336325.0,700320.0,3527.0,4446,5828,8425,15417.0,22259.0,4028.0,5818.0,17.0,0
73636.0,166101.0,8182.0,16969.0,445.0,354,0,95,42428.0,58620.0,35314.0,48844.0,17.0,1
27013.0,60736.0,3400.0,6002.0,3502.0,4559,4614,6331,13441.0,18791.0,4372.0,5179.0,17.0,0
12891.0,19679.0,2696.0,6996.0,2112.0,2873,2736,4028,7791.0,10379.0,872.0,2590.0,17.2,0
12716.0,26058.0,1771.0,3865.0,151.0,149,49,48,18043.0,24743.0,11116.0,27530.0,17.2,1
9220.0,28144.0,1230.0,3134.0,696.0,756,2111,2671,5528.0,7629.0,1664.0,3106.0,17.2,0
6801.0,25961.0,885.0,2441.0,1704.0,2531,2484,3815,7431.0,11754.0,2321.0,4614.0,17.2,0
36353.0,77985.0,6100.0,13205.0,302.0,212,5,17,31949.0,40488.0,27977.0,32364.0,17.3,3
20159.0,43177.0,3070.0,5074.0,98.0,81,134,91,25109.0,32117.0,18816.0,21393.0,17.4,1
17788.0,37524.0,2708.0,3907.0,1664.0,2206,3639,4974,9422.0,13027.0,3654.0,5869.0,17.5,0
3740.0,8106.0,1956.0,4684.0,2166.0,3214,3118,4120,8030.0,10563.0,1384.0,2082.0,17.5,0
47600.0,108070.0,8393.0,21097.0,491.0,336,229,109,34441.0,43055.0,20284.0,33884.0,17.6,1
1104.0,4681.0,0.0,0.0,219.0,135,118,0,2065.0,4095.0,10418.0,22109.0,17.7,-1
4592.0,12125.0,211.0,549.0,260.0,125,52,0,3578.0,9385.0,26207.0,24171.0,17.7,-1
487125.0,723483.0,297423.0,528391.0,2960.0,3195,635,719,3096160.0,3163150.0,2387780.0,2080350.0,17.7,3
981.0,3963.0,526.0,1741.0,230.0,158,168,87,11936.0,23257.0,7277.0,20200.0,17.7,1
18327.0,43117.0,3862.0,11096.0,1109.0,1227,2590,3405,6231.0,8057.0,1910.0,3509.0,17.8,0
4383.0,14699.0,3009.0,7456.0,5973.0,8457,9026,12580,23503.0,30842.0,5704.0,11319.0,17.8,0
41645.0,89270.0,10110.0,22613.0,191.0,160,0,0,48056.0,57850.0,42953.0,47244.0,17.8,-1
18801.0,54713.0,2906.0,4328.0,4035.0,5084,5462,7251,16099.0,22207.0,5068.0,6249.0,17.9,0
8890.0,22671.0,1822.0,4624.0,2187.0,2666,2730,3694,8113.0,11095.0,1570.0,2171.0,17.9,0
31133.0,65736.0,10879.0,18816.0,610.0,302,112,143,26015.0,32483.0,19343.0,28046.0,17.9,1
51393.0,101683.0,10507.0,21542.0,0.0,133,278,129,48416.0,60449.0,44464.0,50589.0,18.0,1
10945.0,18556.0,1443.0,1838.0,2199.0,2946,3408,4463,10948.0,14587.0,1947.0,4824.0,18.0,0
55048.0,103723.0,9022.0,16371.0,737.0,378,244,204,39126.0,49356.0,37532.0,40256.0,18.0,1
19433.0,28112.0,4512.0,8251.0,3567.0,4568,6140,7815,13911.0,17993.0,3502.0,4121.0,18.1,0
11541.0,20013.0,1114.0,4579.0,2118.0,2695,3055,4044,8610.0,11404.0,1273.0,3483.0,18.1,0
2020.0,12170.0,0.0,221.0,107.0,0,150,76,1587.0,4114.0,1121.0,4671.0,18.2,2
195425.0,422014.0,17189.0,33230.0,305.0,279,122,58,132617.0,159222.0,52272.0,64988.0,18.2,1
5052.0,9594.0,894.0,3771.0,1760.0,2185,2317,3205,5605.0,8237.0,1228.0,1965.0,18.2,0
13139.0,28002.0,1513.0,3818.0,388.0,246,245,123,15618.0,20466.0,9576.0,21935.0,18.3,1
3892.0,12661.0,1302.0,4986.0,2092.0,2807,2994,4279,9993.0,13726.0,1830.0,3002.0,18.3,0
29573.0,59749.0,3390.0,7455.0,37.0,159,196,104,19695.0,23448.0,15055.0,21101.0,18.3,1
3656.0,10139.0,125.0,1662.0,1905.0,3730,2151,4545,5484.0,10683.0,0.0,71.0,18.4,0
24404.0,45658.0,2888.0,4360.0,7297.0,9204,8790,11315,23041.0,28742.0,4305.0,4933.0,18.4,0
12980.0,30480.0,2044.0,4376.0,1589.0,2197,2426,3115,7357.0,9452.0,881.0,1859.0,18.5,0
2854.0,7780.0,195.0,938.0,2305.0,3131,3203,4549,8859.0,13046.0,2627.0,4510.0,18.5,0
9643.0,13497.0,1249.0,3396.0,998.0,1100,2051,2735,6074.0,8117.0,1147.0,2638.0,18.6,0
37837.0,56131.0,9145.0,8692.0,245.0,143,99,100,27376.0,34800.0,24538.0,26896.0,18.7,1
74888.0,154996.0,27670.0,54703.0,50.0,14,254,146,92385.0,109583.0,32076.0,43845.0,18.7,1
3471.0,8027.0,1992.0,4617.0,1493.0,2914,2187,4057,5625.0,10472.0,0.0,336.0,18.8,0
8477.0,12592.0,1213.0,3207.0,1920.0,2492,2253,3210,5321.0,6912.0,855.0,899.0,18.8,0
1905.0,9437.0,763.0,2930.0,1185.0,1954,1663,2729,4518.0,7966.0,608.0,1178.0,18.8,0
4464.0,11218.0,1538.0,3620.0,1653.0,2163,2244,2854,6357.0,7914.0,3017.0,2989.0,18.9,0
408.0,2401.0,509.0,2449.0,856.0,1892,1052,2756,2933.0,8053.0,1166.0,2773.0,18.9,0
2095.0,6709.0,489.0,1079.0,149.0,83,174,114,5480.0,5549.0,21368.0,22759.0,18.9,2
3452990.0,3121410.0,2494680.0,2198230.0,13790.0,7850,3784,2070,13847400.0,7676020.0,9879320.0,4838420.0,18.9,3
18524.0,34232.0,2428.0,4107.0,3787.0,4569,4305,5829,11918.0,15854.0,3834.0,6249.0,19.0,0
2372.0,5893.0,1017.0,1810.0,179.0,120,124,37,6435.0,6706.0,1698.0,1841.0,19.1,2
685155.0,1078860.0,442539.0,716581.0,1173.0,661,532,195,328538.0,368315.0,213098.0,199550.0,19.1,1
21122.0,43428.0,3113.0,4875.0,264.0,126,191,133,27647.0,34101.0,21628.0,27743.0,19.1,1
49985.0,98316.0,5130.0,6909.0,276.0,79,556,200,43244.0,50723.0,35695.0,38659.0,19.1,1
